geolocation,name,nametype,:@computed_region_nnqa_25f4,fall,year,recclass,reclat,reclong,id,mass,:@computed_region_cbhk_fwbd
"{'type': 'Point', 'coordinates': [-79.61667, 43.2]}",Grimsby,Valid,,Fell,2009-01-01T00:00:00.000,H5,43.200000,-79.616670,50911,215,
"{'type': 'Point', 'coordinates': [45.38333, 43.66667]}",Grosnaja,Valid,,Fell,1861-01-01T00:00:00.000,CV3,43.666670,45.383330,11206,3500,
"{'type': 'Point', 'coordinates': [18.71667, 49.26667]}",Gross-Divina,Valid,,Fell,1837-01-01T00:00:00.000,H5,49.266670,18.716670,11207,10500,
"{'type': 'Point', 'coordinates': [30.58333, 46.35]}",Grossliebenthal,Valid,,Fell,1881-01-01T00:00:00.000,L6,46.350000,30.583330,11208,8000,
"{'type': 'Point', 'coordinates': [15.5, 51.93333]}",Grüneberg,Valid,,Fell,1841-01-01T00:00:00.000,H4,51.933330,15.500000,11426,1000,
"{'type': 'Point', 'coordinates': [16.63333, 52.86667]}",Grzempach,Valid,,Fell,1910-01-01T00:00:00.000,H5,52.866670,16.633330,11429,690,
"{'type': 'Point', 'coordinates': [-58.61667, -33]}",Gualeguaychú,Valid,,Fell,1932-01-01T00:00:00.000,H6,-33.000000,-58.616670,11432,22000,
"{'type': 'Point', 'coordinates': [122.76389, 39.80417]}",Guangmingshan,Valid,,Fell,1996-01-01T00:00:00.000,H5,39.804170,122.763890,11435,2910,
"{'type': 'Point', 'coordinates': [105, 24.1]}",Guangnan,Valid,,Fell,1983-01-01T00:00:00.000,L6,24.100000,105.000000,11436,,
"{'type': 'Point', 'coordinates': [118.4, 37.1]}",Guangrao,Valid,,Fell,1980-01-01T00:00:00.000,L6,37.100000,118.400000,11437,1900,
"{'type': 'Point', 'coordinates': [-6.01667, 38.73333]}",Guareña,Valid,,Fell,1892-01-01T00:00:00.000,H6,38.733330,-6.016670,11439,39000,
"{'type': 'Point', 'coordinates': [20.23333, 43.76667]}",Guêa,Valid,,Fell,1891-01-01T00:00:00.000,Stone-uncl,43.766670,20.233330,11440,1915,
"{'type': 'Point', 'coordinates': [-0.68333, 13.5]}",Guibga,Valid,,Fell,1972-01-01T00:00:00.000,L5,13.500000,-0.683330,11442,288,
"{'type': 'Point', 'coordinates': [13.98333, 9.91667]}",Guidder,Valid,,Fell,1949-01-01T00:00:00.000,LL5,9.916670,13.983330,11443,968,
"{'type': 'Point', 'coordinates': [76.05, 22.98333]}",Gujargaon,Valid,,Fell,1982-01-01T00:00:00.000,H5,22.983330,76.050000,11448,2449,
"{'type': 'Point', 'coordinates': [11.65833, 11.49167]}",Gujba,Valid,,Fell,1984-01-01T00:00:00.000,CBa,11.491670,11.658330,11449,100000,
"{'type': 'Point', 'coordinates': [24.7, 42.9]}",Gumoschnik,Valid,,Fell,1904-01-01T00:00:00.000,H5,42.900000,24.700000,11450,5700,
"{'type': 'Point', 'coordinates': [78.56667, 13.78333]}",Gurram Konda,Valid,,Fell,1814-01-01T00:00:00.000,L6,13.783330,78.566670,11464,28,
"{'type': 'Point', 'coordinates': [42.41667, 9.36667]}",Gursum,Valid,,Fell,1981-01-01T00:00:00.000,H4/5,9.366670,42.416670,11465,34650,
"{'type': 'Point', 'coordinates': [8.38333, 51.91667]}",Gütersloh,Valid,,Fell,1851-01-01T00:00:00.000,H3/4,51.916670,8.383330,11466,1000,
"{'type': 'Point', 'coordinates': [127.5, 35]}",Gyokukei,Valid,,Fell,1930-01-01T00:00:00.000,OC,35.000000,127.500000,11467,1320,
"{'type': 'Point', 'coordinates': [139.33333, 35.65]}",Hachi-oji,Valid,,Fell,1817-01-01T00:00:00.000,H?,35.650000,139.333330,11468,0.2,
"{'type': 'Point', 'coordinates': [3.73333, 50.31667]}",Hainaut,Valid,,Fell,1934-01-01T00:00:00.000,H3-6,50.316670,3.733330,11472,9000,
"{'type': 'Point', 'coordinates': [16.23333, 57.81667]}",Hallingeberg,Valid,,Fell,1944-01-01T00:00:00.000,L3.4,57.816670,16.233330,11479,1456,
"{'type': 'Point', 'coordinates': [-86.6, 41.38333]}",Hamlet,Valid,1205,Fell,1959-01-01T00:00:00.000,LL4,41.383330,-86.600000,11485,3710,35
"{'type': 'Point', 'coordinates': [82.53333, 26.8]}",Haraiya,Valid,,Fell,1878-01-01T00:00:00.000,Eucrite-mmict,26.800000,82.533330,11824,1000,
"{'type': 'Point', 'coordinates': [75.78333, 28.38333]}",Haripura,Valid,,Fell,1921-01-01T00:00:00.000,CM2,28.383330,75.783330,11829,315,
"{'type': 'Point', 'coordinates': [-94.51167, 32.675]}",Harleton,Valid,2025,Fell,1961-01-01T00:00:00.000,L6,32.675000,-94.511670,11830,8360,23
"{'type': 'Point', 'coordinates': [-86.16667, 38.25]}",Harrison County,Valid,1855,Fell,1859-01-01T00:00:00.000,L6,38.250000,-86.166670,11842,680,35
"{'type': 'Point', 'coordinates': [136.70033, 35.2945]}",Hashima,Valid,,Fell,1910-01-01T00:00:00.000,H4,35.294500,136.700330,11848,1110.5999999999999,
"{'type': 'Point', 'coordinates': [0.81667, 28.95]}",Hassi-Jekna,Valid,,Fell,1890-01-01T00:00:00.000,"Iron, IAB-sHL",28.950000,0.816670,11852,1250,
"{'type': 'Point', 'coordinates': [-1.51667, 51.65]}",Hatford,Valid,,Fell,1628-01-01T00:00:00.000,Stone-uncl,51.650000,-1.516670,11855,29000,
"{'type': 'Point', 'coordinates': [22.06194, 60.24556]}",Haverö,Valid,,Fell,1971-01-01T00:00:00.000,Ureilite,60.245560,22.061940,11859,1544,
"{'type': 'Point', 'coordinates': [13.78333, 55.46667]}",Hedeskoga,Valid,,Fell,1922-01-01T00:00:00.000,H5,55.466670,13.783330,11869,3500,
"{'type': 'Point', 'coordinates': [35.66667, 27.33333]}",Hedjaz,Valid,,Fell,1910-01-01T00:00:00.000,L3.7-6,27.333330,35.666670,11870,6100,
"{'type': 'Point', 'coordinates': [-84.1, 10]}",Heredia,Valid,,Fell,1857-01-01T00:00:00.000,H5,10.000000,-84.100000,11875,1000,
"{'type': 'Point', 'coordinates': [17.66667, 59.85]}",Hessle,Valid,,Fell,1869-01-01T00:00:00.000,H5,59.850000,17.666670,11878,20000,
"{'type': 'Point', 'coordinates': [130.43333, 33.6]}",Higashi-koen,Valid,,Fell,1897-01-01T00:00:00.000,H5,33.600000,130.433330,11883,750,
"{'type': 'Point', 'coordinates': [-4.23333, 55.9]}",High Possil,Valid,,Fell,1804-01-01T00:00:00.000,L6,55.900000,-4.233330,11884,4500,
"{'type': 'Point', 'coordinates': [132.38333, 34.45]}",Hiroshima,Valid,,Fell,2003-01-01T00:00:00.000,H5,34.450000,132.383330,11889,414,
"{'type': 'Point', 'coordinates': [31.47278, 1.345]}",Hoima,Valid,,Fell,2003-01-01T00:00:00.000,H6,1.345000,31.472780,44714,167.7,
"{'type': 'Point', 'coordinates': [21.2, 64.43333]}",Hökmark,Valid,,Fell,1954-01-01T00:00:00.000,L4,64.433330,21.200000,11893,305.5,
"{'type': 'Point', 'coordinates': [-110.18333, 34.9]}",Holbrook,Valid,990,Fell,1912-01-01T00:00:00.000,L/LL6,34.900000,-110.183330,11894,220000,7
"{'type': 'Point', 'coordinates': [38.41667, 9.06667]}",Holetta,Valid,,Fell,1923-01-01T00:00:00.000,Stone-uncl,9.066670,38.416670,11895,1415,
"{'type': 'Point', 'coordinates': [-91.86667, 41.8]}",Homestead,Valid,284,Fell,1875-01-01T00:00:00.000,L5,41.800000,-91.866670,11901,230000,16
"{'type': 'Point', 'coordinates': [-157.86667, 21.3]}",Honolulu,Valid,1657,Fell,1825-01-01T00:00:00.000,L5,21.300000,-157.866670,11904,2420,4
"{'type': 'Point', 'coordinates': [115.5, 35.66667]}",Hotse,Valid,,Fell,1956-01-01T00:00:00.000,L6,35.666670,115.500000,11913,180,
"{'type': 'Point', 'coordinates': [-100.45, 39.35]}",Hoxie,Valid,1293,Fell,1963-01-01T00:00:00.000,OC,39.350000,-100.450000,11915,266.10000000000002,17
"{'type': 'Point', 'coordinates': [16.33333, 46.1]}",Hraschina,Valid,,Fell,1751-01-01T00:00:00.000,"Iron, IID",46.100000,16.333330,11916,49000,
"{'type': 'Point', 'coordinates': [106.63241, 26.46469]}",Huaxi,Valid,,Fell,2010-01-01T00:00:00.000,H5,26.464690,106.632410,54719,1600,
"{'type': 'Point', 'coordinates': [8.91667, 50.3]}",Hungen,Valid,,Fell,1877-01-01T00:00:00.000,H6,50.300000,8.916670,11986,112,
"{'type': 'Point', 'coordinates': [22.68333, 61.18333]}",Hvittis,Valid,,Fell,1901-01-01T00:00:00.000,EL6,61.183330,22.683330,11989,14000,
"{'type': 'Point', 'coordinates': [7.7, 52.28333]}",Ibbenbüren,Valid,,Fell,1870-01-01T00:00:00.000,Diogenite,52.283330,7.700000,11992,2000,
"{'type': 'Point', 'coordinates': [-45, -20]}",Ibitira,Valid,,Fell,1957-01-01T00:00:00.000,Eucrite-mmict,-20.000000,-45.000000,11993,2500,
"{'type': 'Point', 'coordinates': [35, 38]}",Ibrisim,Valid,,Fell,1949-01-01T00:00:00.000,OC,38.000000,35.000000,11994,,
"{'type': 'Point', 'coordinates': [82.93333, 58.2]}",Ichkala,Valid,,Fell,1936-01-01T00:00:00.000,H6,58.200000,82.933330,11995,3973,
"{'type': 'Point', 'coordinates': [28.33333, -32.1]}",Idutywa,Valid,,Fell,1956-01-01T00:00:00.000,H5,-32.100000,28.333330,12000,3457,
"{'type': 'Point', 'coordinates': [-51.83333, -23.2]}",Iguaracu,Valid,,Fell,1977-01-01T00:00:00.000,H5,-23.200000,-51.833330,12003,1200,
"{'type': 'Point', 'coordinates': [145.36667, -6.03333]}",Ijopega,Valid,,Fell,1975-01-01T00:00:00.000,H6,-6.033330,145.366670,12004,7330,
"{'type': 'Point', 'coordinates': [46.66667, 39.75]}",Indarch,Valid,,Fell,1891-01-01T00:00:00.000,EH4,39.750000,46.666670,12027,27000,
"{'type': 'Point', 'coordinates': [-94.4, 39.08333]}",Independence,Valid,525,Fell,1917-01-01T00:00:00.000,L6,39.083330,-94.400000,12028,880,18
"{'type': 'Point', 'coordinates': [112, 41]}",Inner Mongolia,Valid,,Fell,1963-01-01T00:00:00.000,L6,41.000000,112.000000,12037,3000,
"{'type': 'Point', 'coordinates': [-111.3375, 53.415]}",Innisfree,Valid,,Fell,1977-01-01T00:00:00.000,L5,53.415000,-111.337500,12039,4576,
"{'type': 'Point', 'coordinates': [-54.5, -25.5]}",Ipiranga,Valid,,Fell,1972-01-01T00:00:00.000,H6,-25.500000,-54.500000,12043,7000,
"{'type': 'Point', 'coordinates': [33.8, -8.93333]}",Ishinga,Valid,,Fell,1954-01-01T00:00:00.000,H,-8.933330,33.800000,12049,1300,
"{'type': 'Point', 'coordinates': [-57.95, -31.18333]}",Isthilart,Valid,,Fell,1928-01-01T00:00:00.000,H5,-31.183330,-57.950000,12053,3050,
"{'type': 'Point', 'coordinates': [-44.33333, -3.4]}",Itapicuru-Mirim,Valid,,Fell,1879-01-01T00:00:00.000,H5,-3.400000,-44.333330,12056,2024,
"{'type': 'Point', 'coordinates': [-12.95217, 26.59083]}",Itqiy,Valid,,Fell,1990-01-01T00:00:00.000,EH7-an,26.590830,-12.952170,12058,4720,
"{'type': 'Point', 'coordinates': [32.43333, -8.41667]}",Ivuna,Valid,,Fell,1938-01-01T00:00:00.000,CI1,-8.416670,32.433330,12063,704.5,
"{'type': 'Point', 'coordinates': [21.9, -32.5]}",Jackalsfontein,Valid,,Fell,1903-01-01T00:00:00.000,L6,-32.500000,21.900000,12065,48000,
"{'type': 'Point', 'coordinates': [68.41667, 26.75]}",Jajh deh Kot Lalu,Valid,,Fell,1926-01-01T00:00:00.000,EL6,26.750000,68.416670,12067,973,
,Jalanash,Valid,,Fell,1990-01-01T00:00:00.000,Ureilite,,,12068,700,
"{'type': 'Point', 'coordinates': [75, 31]}",Jalandhar,Valid,,Fell,1621-01-01T00:00:00.000,Iron,31.000000,75.000000,12069,1967,
"{'type': 'Point', 'coordinates': [75.33333, 18.75]}",Jamkheir,Valid,,Fell,1866-01-01T00:00:00.000,H6,18.750000,75.333330,12072,22,
"{'type': 'Point', 'coordinates': [105.8, 39.7]}",Jartai,Valid,,Fell,1979-01-01T00:00:00.000,L6,39.700000,105.800000,12074,20500,
"{'type': 'Point', 'coordinates': [20.44167, 43.83333]}",Jelica,Valid,,Fell,1889-01-01T00:00:00.000,LL6,43.833330,20.441670,12078,34000,
,Jemlapur,Valid,,Fell,1901-01-01T00:00:00.000,L6,,,12079,450,
"{'type': 'Point', 'coordinates': [14.05217, 46.42137]}",Jesenice,Valid,,Fell,2009-01-01T00:00:00.000,L6,46.421370,14.052170,51589,3667,
"{'type': 'Point', 'coordinates': [72.38333, 31.3]}",Jhung,Valid,,Fell,1873-01-01T00:00:00.000,L5,31.300000,72.383330,12085,5900,
"{'type': 'Point', 'coordinates': [104.91667, 31.91667]}",Jiange,Valid,,Fell,1964-01-01T00:00:00.000,H5,31.916670,104.916670,12086,222,
"{'type': 'Point', 'coordinates': [109.5, 30.80833]}",Jianshi,Valid,,Fell,1890-01-01T00:00:00.000,"Iron, IIIAB",30.808330,109.500000,12087,600000,
"{'type': 'Point', 'coordinates': [126.16667, 44.05]}",Jilin,Valid,,Fell,1976-01-01T00:00:00.000,H5,44.050000,126.166670,12171,4000000,
"{'type': 'Point', 'coordinates': [70.31333, 22.68]}",Jodiya,Valid,,Fell,2006-01-01T00:00:00.000,L5,22.680000,70.313330,47362,100,
"{'type': 'Point', 'coordinates': [24.4, 55.7]}",Jodzie,Valid,,Fell,1877-01-01T00:00:00.000,Howardite,55.700000,24.400000,12173,30,
"{'type': 'Point', 'coordinates': [-104.9, 40.35]}",Johnstown,Valid,1072,Fell,1924-01-01T00:00:00.000,Diogenite,40.350000,-104.900000,12198,40300,9
"{'type': 'Point', 'coordinates': [15.83333, -11.85]}",Jolomba,Valid,,Fell,1974-01-01T00:00:00.000,LL6,-11.850000,15.833330,12199,483,
"{'type': 'Point', 'coordinates': [-0.45, 45.43333]}",Jonzac,Valid,,Fell,1819-01-01T00:00:00.000,Eucrite-mmict,45.433330,-0.450000,12202,5000,
"{'type': 'Point', 'coordinates': [115.41667, 35.5]}",Juancheng,Valid,,Fell,1997-01-01T00:00:00.000,H5,35.500000,115.416670,12203,100000,
"{'type': 'Point', 'coordinates': [76.8, 12.85]}",Judesegeri,Valid,,Fell,1876-01-01T00:00:00.000,H6,12.850000,76.800000,12207,680,
"{'type': 'Point', 'coordinates': [111.2, -7.71667]}",Jumapalo,Valid,,Fell,1984-01-01T00:00:00.000,L6,-7.716670,111.200000,12209,32490,
"{'type': 'Point', 'coordinates': [118.8, 35.2]}",Junan,Valid,,Fell,1976-01-01T00:00:00.000,L6,35.200000,118.800000,12210,950,
"{'type': 'Point', 'coordinates': [-7.27, 38.74028]}",Juromenha,Valid,,Fell,1968-01-01T00:00:00.000,"Iron, IIIAB",38.740280,-7.270000,12213,25250,
"{'type': 'Point', 'coordinates': [4.3, 44.71667]}",Juvinas,Valid,,Fell,1821-01-01T00:00:00.000,Eucrite-mmict,44.716670,4.300000,12214,91000,
"{'type': 'Point', 'coordinates': [21.3, 47.35]}",Kaba,Valid,,Fell,1857-01-01T00:00:00.000,CV3,47.350000,21.300000,12218,3000,
"{'type': 'Point', 'coordinates': [8.21667, 11.85]}",Kabo,Valid,,Fell,1971-01-01T00:00:00.000,H4,11.850000,8.216670,12220,13400,
"{'type': 'Point', 'coordinates': [78.33333, 27.08333]}",Kadonah,Valid,,Fell,1822-01-01T00:00:00.000,H6,27.083330,78.333330,12221,89,
"{'type': 'Point', 'coordinates': [79.96667, 27.25]}",Kaee,Valid,,Fell,1838-01-01T00:00:00.000,H5,27.250000,79.966670,12222,230,
"{'type': 'Point', 'coordinates': [30.83333, 49.86667]}",Kagarlyk,Valid,,Fell,1908-01-01T00:00:00.000,L6,49.866670,30.833330,12227,1900,
"{'type': 'Point', 'coordinates': [48.3, 15]}",Kaidun,Valid,,Fell,1980-01-01T00:00:00.000,CR2,15.000000,48.300000,12228,2000,
"{'type': 'Point', 'coordinates': [53.25, 55.43333]}",Kainsaz,Valid,,Fell,1937-01-01T00:00:00.000,CO3.2,55.433330,53.250000,12229,200000,
"{'type': 'Point', 'coordinates': [78.51667, 12.38333]}",Kakangari,Valid,,Fell,1890-01-01T00:00:00.000,K3,12.383330,78.516670,12230,350,
"{'type': 'Point', 'coordinates': [21.66667, 45.13333]}",Kakowa,Valid,,Fell,1858-01-01T00:00:00.000,L6,45.133330,21.666670,12231,577,
"{'type': 'Point', 'coordinates': [29.5, -6.83333]}",Kalaba,Valid,,Fell,1951-01-01T00:00:00.000,H4,-6.833330,29.500000,12232,950,
"{'type': 'Point', 'coordinates': [73.98333, 17.83333]}",Kalumbi,Valid,,Fell,1879-01-01T00:00:00.000,L6,17.833330,73.983330,12236,4500,
"{'type': 'Point', 'coordinates': [81.46667, 26.03333]}",Kamalpur,Valid,,Fell,1942-01-01T00:00:00.000,L6,26.033330,81.466670,12238,2770,
"{'type': 'Point', 'coordinates': [139.95667, 36.04167]}",Kamiomi,Valid,,Fell,1913-01-01T00:00:00.000,H5,36.041670,139.956670,12240,448,
"{'type': 'Point', 'coordinates': [75.8, 14.18333]}",Kamsagar,Valid,,Fell,1902-01-01T00:00:00.000,L6,14.183330,75.800000,12241,1293,
"{'type': 'Point', 'coordinates': [65.78333, 31.6]}",Kandahar (Afghanistan),Valid,,Fell,1959-01-01T00:00:00.000,L6,31.600000,65.783330,12243,299,
"{'type': 'Point', 'coordinates': [115.5, -7]}",Kangean,Valid,,Fell,1908-01-01T00:00:00.000,H5,-7.000000,115.500000,12245,1630,
"{'type': 'Point', 'coordinates': [76.3, 32.08333]}",Kangra Valley,Valid,,Fell,1897-01-01T00:00:00.000,H5,32.083330,76.300000,12246,400,
"{'type': 'Point', 'coordinates': [33.63333, 4.7]}",Kapoeta,Valid,,Fell,1942-01-01T00:00:00.000,Howardite,4.700000,33.633330,12251,11355,
"{'type': 'Point', 'coordinates': [73.22329, 20.33916]}",Kaprada,Valid,,Fell,2004-01-01T00:00:00.000,L5/6,20.339160,73.223290,47357,1600,
"{'type': 'Point', 'coordinates': [73.36667, 42.45]}",Kaptal-Aryk,Valid,,Fell,1937-01-01T00:00:00.000,L6,42.450000,73.366670,12253,3500,
"{'type': 'Point', 'coordinates': [81.01667, 47.21667]}",Karakol,Valid,,Fell,1840-01-01T00:00:00.000,LL6,47.216670,81.016670,12256,3000,
"{'type': 'Point', 'coordinates': [35.58333, -3.5]}",Karatu,Valid,,Fell,1963-01-01T00:00:00.000,LL6,-3.500000,35.583330,12258,2220,
"{'type': 'Point', 'coordinates': [7.15, 12.9]}",Karewar,Valid,,Fell,1949-01-01T00:00:00.000,L6,12.900000,7.150000,12260,180,
"{'type': 'Point', 'coordinates': [67.16667, 27.8]}",Karkh,Valid,,Fell,1905-01-01T00:00:00.000,L6,27.800000,67.166670,12262,22000,
"{'type': 'Point', 'coordinates': [71.6, 31.58333]}",Karloowala,Valid,,Fell,1955-01-01T00:00:00.000,L6,31.583330,71.600000,12263,2950,
"{'type': 'Point', 'coordinates': [139.91667, -35.08333]}",Karoonda,Valid,,Fell,1930-01-01T00:00:00.000,CK4,-35.083330,139.916670,12264,41730,
"{'type': 'Point', 'coordinates': [136.76667, 35.36667]}",Kasamatsu,Valid,,Fell,1938-01-01T00:00:00.000,H,35.366670,136.766670,12266,710,
"{'type': 'Point', 'coordinates': [77.58333, 29.58333]}",Kasauli,Valid,,Fell,2003-01-01T00:00:00.000,H4,29.583330,77.583330,30740,16820,
"{'type': 'Point', 'coordinates': [10.08333, 11.33333]}",Katagum,Valid,,Fell,1999-01-01T00:00:00.000,L6,11.333330,10.083330,35465,1500,
"{'type': 'Point', 'coordinates': [75.81333, 25.14333]}",Kavarpura,Valid,,Fell,2006-01-01T00:00:00.000,"Iron, IIE-an",25.143330,75.813330,47351,6800,
"{'type': 'Point', 'coordinates': [31.78, 39.26333]}",Kayakent,Valid,,Fell,1961-01-01T00:00:00.000,"Iron, IIIAB",39.263330,31.780000,12268,85000,
"{'type': 'Point', 'coordinates': [112.01667, -7.75]}",Kediri,Valid,,Fell,1940-01-01T00:00:00.000,L4,-7.750000,112.016670,12270,3300,
"{'type': 'Point', 'coordinates': [29.41822, 36.54194]}",Kemer,Valid,,Fell,2008-01-01T00:00:00.000,L4,36.541940,29.418220,53654,5760,
"{'type': 'Point', 'coordinates': [-96, 29.45]}",Kendleton,Valid,3190,Fell,1939-01-01T00:00:00.000,L4,29.450000,-96.000000,12275,6937,23
"{'type': 'Point', 'coordinates': [86.70278, 20.4625]}",Kendrapara,Valid,,Fell,2003-01-01T00:00:00.000,H4-5,20.462500,86.702780,12276,6669.2,
"{'type': 'Point', 'coordinates': [-3.3, 48.4]}",Kerilis,Valid,,Fell,1874-01-01T00:00:00.000,H5,48.400000,-3.300000,12282,5000,
"{'type': 'Point', 'coordinates': [-3.08333, 48.11667]}",Kernouve,Valid,,Fell,1869-01-01T00:00:00.000,H6,48.116670,-3.083330,12284,80000,
"{'type': 'Point', 'coordinates': [141.61667, 38.98333]}",Kesen,Valid,,Fell,1850-01-01T00:00:00.000,H4,38.983330,141.616670,12286,135000,
"{'type': 'Point', 'coordinates': [72.3, 29.53333]}",Khairpur,Valid,,Fell,1873-01-01T00:00:00.000,EL6,29.533330,72.300000,12288,13600,
"{'type': 'Point', 'coordinates': [83.11667, 25.55]}",Khanpur,Valid,,Fell,1932-01-01T00:00:00.000,LL5,25.550000,83.116670,12289,3698,
"{'type': 'Point', 'coordinates': [35.075, 50.625]}",Kharkov,Valid,,Fell,1787-01-01T00:00:00.000,L6,50.625000,35.075000,12291,1500,
"{'type': 'Point', 'coordinates': [77.88333, 26.95]}",Kheragur,Valid,,Fell,1860-01-01T00:00:00.000,L6,26.950000,77.883330,12294,450,
"{'type': 'Point', 'coordinates': [75.81667, 28.01667]}",Khetri,Valid,,Fell,1867-01-01T00:00:00.000,H6,28.016670,75.816670,12296,100,
"{'type': 'Point', 'coordinates': [75.33333, 56.75]}",Khmelevka,Valid,,Fell,1929-01-01T00:00:00.000,L5,56.750000,75.333330,12297,6109,
"{'type': 'Point', 'coordinates': [81.53333, 25.1]}",Khohar,Valid,,Fell,1910-01-01T00:00:00.000,L3.6,25.100000,81.533330,12298,9700,
"{'type': 'Point', 'coordinates': [36, 16]}",Khor Temiki,Valid,,Fell,1932-01-01T00:00:00.000,Aubrite,16.000000,36.000000,12299,3200,
"{'type': 'Point', 'coordinates': [28, 14]}",Kidairat,Valid,,Fell,1983-01-01T00:00:00.000,H6,14.000000,28.000000,12300,100000,
"{'type': 'Point', 'coordinates': [10.15, 54.4]}",Kiel,Valid,,Fell,1962-01-01T00:00:00.000,L6,54.400000,10.150000,12301,737.6,
"{'type': 'Point', 'coordinates': [-11.33333, 16.58333]}",Kiffa,Valid,,Fell,1970-01-01T00:00:00.000,H5,16.583330,-11.333330,12303,1500,
"{'type': 'Point', 'coordinates': [138.38333, 36.85]}",Kijima (1906),Valid,,Fell,1906-01-01T00:00:00.000,Stone-uncl,36.850000,138.383330,12305,331,
"{'type': 'Point', 'coordinates': [34, 55]}",Kikino,Valid,,Fell,1809-01-01T00:00:00.000,H6,55.000000,34.000000,12306,195,
"{'type': 'Point', 'coordinates': [9.8, 12.76667]}",Kilabo,Valid,,Fell,2002-01-01T00:00:00.000,LL6,12.766670,9.800000,12307,19000,
"{'type': 'Point', 'coordinates': [-89.6, 43.58333]}",Kilbourn,Valid,2971,Fell,1911-01-01T00:00:00.000,H5,43.583330,-89.600000,12308,772,41
"{'type': 'Point', 'coordinates': [-7.66667, 54.66667]}",Killeter,Valid,,Fell,1844-01-01T00:00:00.000,H6,54.666670,-7.666670,12309,140,
"{'type': 'Point', 'coordinates': [24.68333, 11.63333]}",Kingai,Valid,,Fell,1967-01-01T00:00:00.000,H6,11.633330,24.683330,12316,67.400000000000006,
"{'type': 'Point', 'coordinates': [-95.95, 30.75]}",Kirbyville,Valid,2018,Fell,1906-01-01T00:00:00.000,Eucrite-mmict,30.750000,-95.950000,12321,97.7,23
"{'type': 'Point', 'coordinates': [22.30833, 48.16667]}",Kisvarsány,Valid,,Fell,1914-01-01T00:00:00.000,L6,48.166670,22.308330,12325,1550,
"{'type': 'Point', 'coordinates': [-80.38333, 43.38333]}",Kitchener,Valid,,Fell,1998-01-01T00:00:00.000,L6,43.383330,-80.383330,12326,202.6,
"{'type': 'Point', 'coordinates': [10.8, 51.6]}",Klein-Wenden,Valid,,Fell,1843-01-01T00:00:00.000,H6,51.600000,10.800000,12332,3250,
"{'type': 'Point', 'coordinates': [22.4, 48.9]}",Knyahinya,Valid,,Fell,1866-01-01T00:00:00.000,L/LL5,48.900000,22.400000,12335,500000,
"{'type': 'Point', 'coordinates': [135.16667, 34.73333]}",Kobe,Valid,,Fell,1999-01-01T00:00:00.000,CK4,34.733330,135.166670,12336,136,
"{'type': 'Point', 'coordinates': [133.95, 34.3]}",Kokubunji,Valid,,Fell,1986-01-01T00:00:00.000,L6,34.300000,133.950000,12342,11510,
"{'type': 'Point', 'coordinates': [139.75, 35.73333]}",Komagome,Valid,,Fell,1926-01-01T00:00:00.000,Iron,35.733330,139.750000,12343,238,
"{'type': 'Point', 'coordinates': [26.16667, 42.51667]}",Konovo,Valid,,Fell,1931-01-01T00:00:00.000,LL5,42.516670,26.166670,12344,90,
"{'type': 'Point', 'coordinates': [21.17633, 48.76367]}",Košice,Valid,,Fell,2010-01-01T00:00:00.000,H5,48.763670,21.176330,53810,4300,
"{'type': 'Point', 'coordinates': [7.46472, 49.32694]}",Krähenberg,Valid,,Fell,1869-01-01T00:00:00.000,LL5,49.326940,7.464720,12353,16500,
"{'type': 'Point', 'coordinates': [40.9, 54.03333]}",Krasnoi-Ugol,Valid,,Fell,1829-01-01T00:00:00.000,L6,54.033330,40.900000,12355,2440,
"{'type': 'Point', 'coordinates': [56.08333, 54.33333]}",Krasnyi Klyuch,Valid,,Fell,1946-01-01T00:00:00.000,H5,54.333330,56.083330,12357,4000,
"{'type': 'Point', 'coordinates': [77, 56.8]}",Krutikha,Valid,,Fell,1906-01-01T00:00:00.000,OC,56.800000,77.000000,12363,845.2,
"{'type': 'Point', 'coordinates': [30.76667, 47.83333]}",Krymka,Valid,,Fell,1946-01-01T00:00:00.000,LL3.2,47.833330,30.766670,12364,50000,
"{'type': 'Point', 'coordinates': [31.7, 51.15]}",Kukschin,Valid,,Fell,1938-01-01T00:00:00.000,L6,51.150000,31.700000,12368,2250,
"{'type': 'Point', 'coordinates': [66.80222, 30.73111]}",Kulak,Valid,,Fell,1961-01-01T00:00:00.000,L5,30.731110,66.802220,12369,453.6,
"{'type': 'Point', 'coordinates': [33.5, 50.75]}",Kuleschovka,Valid,,Fell,1811-01-01T00:00:00.000,L6,50.750000,33.500000,12370,6000,
"{'type': 'Point', 'coordinates': [45, 41.11667]}",Kulp,Valid,,Fell,1906-01-01T00:00:00.000,H6,41.116670,45.000000,12373,3719,
"{'type': 'Point', 'coordinates': [61.36667, 55.78333]}",Kunashak,Valid,,Fell,1949-01-01T00:00:00.000,L6,55.783330,61.366670,12377,200000,
"{'type': 'Point', 'coordinates': [59.2, 42.25]}",Kunya-Urgench,Valid,,Fell,1998-01-01T00:00:00.000,H5,42.250000,59.200000,12379,1100000,
"{'type': 'Point', 'coordinates': [138.38333, 37.05]}",Kushiike,Valid,,Fell,1920-01-01T00:00:00.000,OC,37.050000,138.383330,12381,4460,
"{'type': 'Point', 'coordinates': [78.38333, 29.68333]}",Kusiali,Valid,,Fell,1860-01-01T00:00:00.000,L6,29.683330,78.383330,12382,5,
